Order_ID,Product_ID,User_ID,Order_Date,Return_Date,Product_Category,Product_Price,Order_Quantity,Return_Reason,Return_Status,Days_to_Return,User_Age,User_Gender,User_Location,Payment_Method,Shipping_Method,Discount_Applied
ORD00001513,PROD00001513,USER00001513,2023-10-30,2024-02-02,Toys,393.68,5,Not as described,Returned,95.0,38,Male,City87,PayPal,Next-Day,43.29
ORD00001514,PROD00001514,USER00001514,2024-11-12,,Home,253.11,2,,Not Returned,,65,Female,City63,Debit Card,Standard,46.74
ORD00001515,PROD00001515,USER00001515,2023-08-20,,Books,434.26,1,,Not Returned,,41,Female,City16,PayPal,Next-Day,33.86
ORD00001516,PROD00001516,USER00001516,2023-07-08,,Home,321.33,4,,Not Returned,,68,Female,City70,PayPal,Express,29.3
ORD00001517,PROD00001517,USER00001517,2023-01-10,2024-01-13,Electronics,146.29,3,Changed mind,Returned,368.0,26,Female,City20,Credit Card,Next-Day,27.68
ORD00001518,PROD00001518,USER00001518,2023-09-27,,Home,111.8,2,,Not Returned,,46,Female,City65,PayPal,Next-Day,31.45
ORD00001519,PROD00001519,USER00001519,2023-05-06,2024-08-03,Books,331.68,1,Wrong item,Returned,455.0,62,Male,City85,Debit Card,Standard,16.68
ORD00001520,PROD00001520,USER00001520,2024-03-29,,Home,496.58,2,,Not Returned,,42,Male,City73,Gift Card,Standard,4.57
ORD00001521,PROD00001521,USER00001521,2023-03-14,,Home,178.99,1,,Not Returned,,56,Male,City13,Debit Card,Standard,1.9
ORD00001522,PROD00001522,USER00001522,2024-03-27,2023-09-02,Books,72.19,2,Not as described,Returned,-207.0,24,Female,City76,Debit Card,Standard,43.58
ORD00001523,PROD00001523,USER00001523,2023-01-21,,Clothing,190.11,5,,Not Returned,,39,Male,City4,Debit Card,Standard,37.81
ORD00001524,PROD00001524,USER00001524,2024-12-01,2024-12-29,Toys,231.47,2,Not as described,Returned,28.0,48,Female,City6,Credit Card,Next-Day,15.64
ORD00001525,PROD00001525,USER00001525,2024-03-13,2024-12-25,Electronics,305.19,5,Wrong item,Returned,287.0,64,Male,City96,Gift Card,Express,20.94
ORD00001526,PROD00001526,USER00001526,2023-08-25,2023-01-27,Electronics,282.86,2,Not as described,Returned,-210.0,46,Male,City69,PayPal,Express,48.42
ORD00001527,PROD00001527,USER00001527,2024-05-15,2023-10-16,Clothing,157.46,1,Changed mind,Returned,-212.0,69,Female,City86,Gift Card,Standard,9.16
ORD00001528,PROD00001528,USER00001528,2024-08-24,2023-08-21,Books,427.49,3,Not as described,Returned,-369.0,21,Male,City85,Debit Card,Standard,21.89
ORD00001529,PROD00001529,USER00001529,2023-09-22,2023-07-30,Books,475.42,2,Changed mind,Returned,-54.0,27,Female,City85,Debit Card,Next-Day,17.48
ORD00001530,PROD00001530,USER00001530,2024-03-10,,Toys,301.67,1,,Not Returned,,53,Female,City31,Credit Card,Next-Day,45.02
ORD00001531,PROD00001531,USER00001531,2023-01-29,,Electronics,310.92,1,,Not Returned,,56,Female,City56,Credit Card,Standard,36.12
ORD00001532,PROD00001532,USER00001532,2023-09-07,,Electronics,196.61,4,,Not Returned,,66,Male,City53,Debit Card,Express,16.21
ORD00001533,PROD00001533,USER00001533,2023-08-08,,Electronics,387.27,5,,Not Returned,,59,Female,City39,Gift Card,Next-Day,3.09
ORD00001534,PROD00001534,USER00001534,2023-10-02,,Toys,99.41,3,,Not Returned,,52,Female,City57,Credit Card,Express,5.62
ORD00001535,PROD00001535,USER00001535,2023-12-13,2024-04-25,Home,47.71,1,Defective,Returned,134.0,49,Male,City63,Gift Card,Express,35.39
ORD00001536,PROD00001536,USER00001536,2023-09-16,,Books,181.31,2,,Not Returned,,62,Male,City44,Gift Card,Next-Day,40.59
ORD00001537,PROD00001537,USER00001537,2023-07-05,2023-10-28,Clothing,260.11,1,Not as described,Returned,115.0,26,Male,City37,PayPal,Next-Day,1.08
ORD00001538,PROD00001538,USER00001538,2023-10-24,,Clothing,433.06,4,,Not Returned,,66,Male,City67,PayPal,Express,9.95
ORD00001539,PROD00001539,USER00001539,2024-05-09,2024-08-24,Electronics,447.6,5,Not as described,Returned,107.0,44,Female,City67,Credit Card,Express,9.16
ORD00001540,PROD00001540,USER00001540,2024-03-06,2024-03-04,Books,308.3,3,Defective,Returned,-2.0,45,Male,City9,Debit Card,Next-Day,49.27
ORD00001541,PROD00001541,USER00001541,2024-12-24,,Electronics,73.18,4,,Not Returned,,18,Male,City34,Debit Card,Next-Day,21.58
ORD00001542,PROD00001542,USER00001542,2023-08-02,2024-05-03,Home,157.27,2,Not as described,Returned,275.0,43,Female,City11,Credit Card,Next-Day,38.52
ORD00001543,PROD00001543,USER00001543,2024-02-29,,Toys,301.38,5,,Not Returned,,39,Male,City61,Gift Card,Express,13.97
ORD00001544,PROD00001544,USER00001544,2023-07-28,2024-06-09,Toys,238.5,5,Changed mind,Returned,317.0,42,Male,City84,Gift Card,Next-Day,45.0
ORD00001545,PROD00001545,USER00001545,2023-09-23,2023-10-07,Home,373.23,2,Defective,Returned,14.0,65,Female,City49,Gift Card,Next-Day,20.2
ORD00001546,PROD00001546,USER00001546,2023-07-11,,Books,5.81,5,,Not Returned,,61,Male,City33,Gift Card,Express,48.88
ORD00001547,PROD00001547,USER00001547,2024-03-01,2023-02-22,Books,305.49,3,Wrong item,Returned,-373.0,68,Female,City18,PayPal,Next-Day,18.44
ORD00001548,PROD00001548,USER00001548,2023-03-22,,Electronics,348.15,3,,Not Returned,,46,Male,City8,PayPal,Express,47.01
ORD00001549,PROD00001549,USER00001549,2023-09-21,,Electronics,357.22,5,,Not Returned,,51,Female,City83,PayPal,Standard,38.05
ORD00001550,PROD00001550,USER00001550,2023-10-22,2024-05-30,Books,286.67,1,Defective,Returned,221.0,24,Female,City38,Credit Card,Standard,10.16
ORD00001551,PROD00001551,USER00001551,2024-12-07,,Home,293.74,5,,Not Returned,,45,Female,City78,PayPal,Standard,23.06
ORD00001552,PROD00001552,USER00001552,2023-11-29,2024-07-30,Electronics,396.48,3,Defective,Returned,244.0,54,Male,City8,Credit Card,Express,31.23
ORD00001553,PROD00001553,USER00001553,2023-03-13,,Books,30.82,3,,Not Returned,,28,Female,City25,Debit Card,Next-Day,26.71
ORD00001554,PROD00001554,USER00001554,2023-10-12,,Home,245.09,1,,Not Returned,,34,Female,City65,Credit Card,Standard,5.97
ORD00001555,PROD00001555,USER00001555,2023-09-17,,Home,284.48,4,,Not Returned,,55,Male,City62,PayPal,Next-Day,29.87
ORD00001556,PROD00001556,USER00001556,2023-10-22,2023-04-12,Toys,234.4,2,Not as described,Returned,-193.0,48,Female,City81,Debit Card,Standard,14.92
ORD00001557,PROD00001557,USER00001557,2023-07-11,2024-12-01,Electronics,118.35,1,Defective,Returned,509.0,44,Female,City59,Debit Card,Express,38.68
ORD00001558,PROD00001558,USER00001558,2023-03-26,2023-07-31,Home,380.57,5,Wrong item,Returned,127.0,32,Male,City15,Gift Card,Standard,17.74
ORD00001559,PROD00001559,USER00001559,2023-09-26,2024-05-31,Home,399.11,1,Not as described,Returned,248.0,70,Female,City3,Gift Card,Next-Day,16.12
ORD00001560,PROD00001560,USER00001560,2023-04-21,,Home,111.46,2,,Not Returned,,66,Female,City6,PayPal,Standard,16.59
ORD00001561,PROD00001561,USER00001561,2024-08-12,2024-08-11,Electronics,205.52,1,Not as described,Returned,-1.0,58,Male,City29,Gift Card,Next-Day,49.99
ORD00001562,PROD00001562,USER00001562,2023-08-19,2024-12-31,Home,385.69,3,Wrong item,Returned,500.0,32,Female,City11,Gift Card,Express,42.99
ORD00001563,PROD00001563,USER00001563,2024-05-27,2023-09-21,Electronics,18.93,4,Not as described,Returned,-249.0,57,Female,City37,Debit Card,Next-Day,40.24
ORD00001564,PROD00001564,USER00001564,2023-11-07,,Electronics,462.63,5,,Not Returned,,22,Male,City58,Credit Card,Express,26.34
ORD00001565,PROD00001565,USER00001565,2024-09-01,,Clothing,69.2,2,,Not Returned,,32,Female,City18,Credit Card,Express,17.12
ORD00001566,PROD00001566,USER00001566,2024-05-18,,Electronics,482.85,5,,Not Returned,,26,Male,City2,Gift Card,Express,15.32
ORD00001567,PROD00001567,USER00001567,2023-06-09,,Electronics,121.28,3,,Not Returned,,69,Male,City60,Credit Card,Express,24.15
ORD00001568,PROD00001568,USER00001568,2023-09-18,2024-07-13,Electronics,390.08,3,Not as described,Returned,299.0,49,Female,City31,Credit Card,Express,18.15
ORD00001569,PROD00001569,USER00001569,2024-10-25,2024-09-15,Clothing,39.23,1,Not as described,Returned,-40.0,35,Female,City29,Credit Card,Next-Day,45.56
ORD00001570,PROD00001570,USER00001570,2023-09-19,2023-01-26,Toys,383.91,2,Changed mind,Returned,-236.0,29,Female,City15,Gift Card,Next-Day,44.88
ORD00001571,PROD00001571,USER00001571,2024-04-01,2023-03-26,Clothing,96.47,5,Not as described,Returned,-372.0,45,Male,City47,Credit Card,Next-Day,20.96
ORD00001572,PROD00001572,USER00001572,2024-03-30,,Books,181.09,1,,Not Returned,,18,Male,City77,PayPal,Standard,33.27
ORD00001573,PROD00001573,USER00001573,2024-09-18,,Books,392.18,5,,Not Returned,,36,Female,City48,Debit Card,Next-Day,14.59
ORD00001574,PROD00001574,USER00001574,2023-01-13,2023-02-16,Books,338.68,2,Wrong item,Returned,34.0,46,Female,City14,Debit Card,Standard,39.31
ORD00001575,PROD00001575,USER00001575,2023-01-30,,Books,455.07,4,,Not Returned,,53,Female,City38,PayPal,Standard,26.2
ORD00001576,PROD00001576,USER00001576,2023-06-07,2023-01-24,Home,258.41,3,Defective,Returned,-134.0,50,Female,City86,Debit Card,Next-Day,0.38
ORD00001577,PROD00001577,USER00001577,2024-07-04,,Books,86.22,1,,Not Returned,,30,Female,City91,Debit Card,Standard,14.62
ORD00001578,PROD00001578,USER00001578,2024-01-16,,Clothing,224.1,1,,Not Returned,,55,Male,City10,PayPal,Express,22.58
ORD00001579,PROD00001579,USER00001579,2024-07-07,2024-05-01,Books,483.27,1,Not as described,Returned,-67.0,60,Female,City69,Debit Card,Express,34.45
ORD00001580,PROD00001580,USER00001580,2024-09-02,2023-04-06,Books,78.57,4,Changed mind,Returned,-515.0,41,Female,City21,Gift Card,Standard,48.03
ORD00001581,PROD00001581,USER00001581,2023-10-28,2023-12-16,Home,294.86,1,Defective,Returned,49.0,19,Female,City66,Debit Card,Express,33.91
ORD00001582,PROD00001582,USER00001582,2023-06-13,,Electronics,39.4,3,,Not Returned,,61,Female,City47,Credit Card,Standard,16.21
ORD00001583,PROD00001583,USER00001583,2023-04-20,2023-07-10,Home,257.84,4,Defective,Returned,81.0,57,Male,City69,Debit Card,Express,2.99
ORD00001584,PROD00001584,USER00001584,2023-01-12,,Electronics,95.47,1,,Not Returned,,44,Male,City65,PayPal,Next-Day,35.18
ORD00001585,PROD00001585,USER00001585,2023-10-21,,Home,124.31,2,,Not Returned,,65,Male,City97,PayPal,Next-Day,13.41
ORD00001586,PROD00001586,USER00001586,2024-01-10,,Clothing,404.84,2,,Not Returned,,69,Male,City60,Debit Card,Next-Day,49.42
ORD00001587,PROD00001587,USER00001587,2024-07-07,,Toys,334.85,4,,Not Returned,,48,Female,City5,Debit Card,Express,14.64
ORD00001588,PROD00001588,USER00001588,2024-04-25,2023-09-07,Clothing,170.97,4,Wrong item,Returned,-231.0,51,Male,City20,PayPal,Next-Day,41.18
ORD00001589,PROD00001589,USER00001589,2024-04-27,,Toys,36.09,1,,Not Returned,,60,Male,City99,Debit Card,Express,45.56
ORD00001590,PROD00001590,USER00001590,2024-03-09,,Books,46.8,3,,Not Returned,,41,Female,City15,Gift Card,Express,41.31
ORD00001591,PROD00001591,USER00001591,2024-03-20,,Electronics,96.3,4,,Not Returned,,42,Male,City60,Debit Card,Express,8.6
ORD00001592,PROD00001592,USER00001592,2024-01-30,2024-12-06,Toys,157.56,1,Changed mind,Returned,311.0,35,Female,City37,PayPal,Standard,13.92
ORD00001593,PROD00001593,USER00001593,2024-03-16,,Toys,454.6,5,,Not Returned,,70,Male,City12,Credit Card,Standard,38.04
ORD00001594,PROD00001594,USER00001594,2023-08-01,2023-01-06,Electronics,300.47,2,Changed mind,Returned,-207.0,31,Female,City71,PayPal,Standard,28.81
ORD00001595,PROD00001595,USER00001595,2023-10-08,2023-05-25,Clothing,34.47,3,Changed mind,Returned,-136.0,59,Male,City61,Debit Card,Standard,25.29
ORD00001596,PROD00001596,USER00001596,2023-04-27,2023-06-28,Toys,353.53,1,Not as described,Returned,62.0,32,Female,City77,Gift Card,Standard,28.7
ORD00001597,PROD00001597,USER00001597,2023-09-27,,Clothing,114.15,2,,Not Returned,,70,Female,City69,PayPal,Next-Day,33.17
ORD00001598,PROD00001598,USER00001598,2024-11-17,2024-09-25,Toys,55.83,4,Defective,Returned,-53.0,64,Female,City27,Debit Card,Standard,9.12
ORD00001599,PROD00001599,USER00001599,2024-05-24,,Books,97.09,5,,Not Returned,,39,Female,City50,Debit Card,Next-Day,44.78
ORD00001600,PROD00001600,USER00001600,2023-02-19,,Clothing,209.86,3,,Not Returned,,26,Female,City33,Debit Card,Standard,35.21
ORD00001601,PROD00001601,USER00001601,2024-04-16,,Books,297.09,5,,Not Returned,,38,Male,City26,PayPal,Standard,31.6
ORD00001602,PROD00001602,USER00001602,2024-12-14,,Books,437.76,3,,Not Returned,,34,Female,City89,PayPal,Next-Day,20.23
ORD00001603,PROD00001603,USER00001603,2023-04-10,,Clothing,403.21,5,,Not Returned,,54,Female,City49,Debit Card,Standard,46.08
ORD00001604,PROD00001604,USER00001604,2024-07-20,,Toys,10.71,4,,Not Returned,,63,Female,City12,Gift Card,Next-Day,48.74
ORD00001605,PROD00001605,USER00001605,2024-05-19,,Clothing,368.49,4,,Not Returned,,22,Female,City92,PayPal,Standard,32.65
ORD00001606,PROD00001606,USER00001606,2023-12-04,,Clothing,139.34,4,,Not Returned,,65,Female,City4,Debit Card,Next-Day,43.47
ORD00001607,PROD00001607,USER00001607,2024-06-29,2023-07-08,Clothing,379.39,5,Wrong item,Returned,-357.0,32,Male,City96,Credit Card,Next-Day,22.18
ORD00001608,PROD00001608,USER00001608,2023-06-25,2024-08-09,Electronics,388.98,1,Not as described,Returned,411.0,20,Male,City100,PayPal,Standard,13.98
ORD00001609,PROD00001609,USER00001609,2024-10-13,2023-10-15,Electronics,111.64,3,Wrong item,Returned,-364.0,60,Male,City67,Gift Card,Standard,16.42
ORD00001610,PROD00001610,USER00001610,2023-03-31,2023-11-07,Clothing,317.95,1,Not as described,Returned,221.0,62,Female,City48,PayPal,Standard,8.56
ORD00001611,PROD00001611,USER00001611,2023-06-29,,Clothing,12.7,5,,Not Returned,,30,Female,City22,Debit Card,Standard,33.98
ORD00001612,PROD00001612,USER00001612,2023-04-23,,Clothing,358.37,2,,Not Returned,,45,Male,City98,Credit Card,Express,20.61
ORD00001613,PROD00001613,USER00001613,2023-04-04,2023-05-26,Electronics,49.73,3,Not as described,Returned,52.0,61,Male,City41,Credit Card,Next-Day,21.54
ORD00001614,PROD00001614,USER00001614,2024-03-09,2023-01-13,Toys,23.62,3,Changed mind,Returned,-421.0,47,Male,City89,PayPal,Standard,19.11
ORD00001615,PROD00001615,USER00001615,2023-01-24,,Books,269.13,4,,Not Returned,,51,Female,City79,Debit Card,Express,30.9
ORD00001616,PROD00001616,USER00001616,2024-01-25,2024-11-08,Electronics,433.41,5,Not as described,Returned,288.0,34,Female,City28,Credit Card,Standard,24.91
ORD00001617,PROD00001617,USER00001617,2024-07-28,2023-08-25,Clothing,414.28,4,Not as described,Returned,-338.0,58,Male,City3,Credit Card,Standard,2.68
ORD00001618,PROD00001618,USER00001618,2024-07-14,2024-12-14,Toys,418.85,3,Wrong item,Returned,153.0,34,Female,City29,Debit Card,Standard,26.3
ORD00001619,PROD00001619,USER00001619,2024-11-19,2024-12-02,Clothing,91.83,2,Not as described,Returned,13.0,70,Male,City83,Credit Card,Express,3.58
ORD00001620,PROD00001620,USER00001620,2023-06-17,2024-05-06,Electronics,431.01,5,Wrong item,Returned,324.0,32,Male,City89,PayPal,Next-Day,43.37
ORD00001621,PROD00001621,USER00001621,2024-06-14,2023-01-23,Home,214.19,3,Not as described,Returned,-508.0,67,Female,City79,Debit Card,Next-Day,15.17
ORD00001622,PROD00001622,USER00001622,2024-07-19,2024-05-22,Clothing,23.47,2,Defective,Returned,-58.0,21,Female,City35,Credit Card,Express,32.65
ORD00001623,PROD00001623,USER00001623,2023-03-24,,Home,42.33,1,,Not Returned,,41,Female,City58,Debit Card,Next-Day,37.64
ORD00001624,PROD00001624,USER00001624,2023-07-23,2023-06-22,Toys,348.04,5,Changed mind,Returned,-31.0,37,Female,City52,Debit Card,Next-Day,34.24
ORD00001625,PROD00001625,USER00001625,2023-06-29,,Electronics,398.42,1,,Not Returned,,51,Female,City4,Gift Card,Express,28.67
ORD00001626,PROD00001626,USER00001626,2023-05-23,,Clothing,432.15,5,,Not Returned,,19,Female,City53,PayPal,Next-Day,32.29
ORD00001627,PROD00001627,USER00001627,2024-06-20,,Electronics,432.55,1,,Not Returned,,68,Female,City17,Gift Card,Express,19.65
ORD00001628,PROD00001628,USER00001628,2023-10-23,2024-01-08,Clothing,277.87,5,Changed mind,Returned,77.0,33,Male,City92,Gift Card,Standard,25.92
ORD00001629,PROD00001629,USER00001629,2024-09-23,,Books,493.98,2,,Not Returned,,66,Male,City27,Credit Card,Express,32.21
ORD00001630,PROD00001630,USER00001630,2023-06-10,,Electronics,236.58,3,,Not Returned,,38,Male,City86,Gift Card,Standard,40.41
ORD00001631,PROD00001631,USER00001631,2024-06-14,2024-12-08,Books,12.7,4,Wrong item,Returned,177.0,41,Male,City64,PayPal,Standard,48.06
ORD00001632,PROD00001632,USER00001632,2024-05-27,,Electronics,236.34,4,,Not Returned,,28,Female,City19,Credit Card,Standard,44.85
ORD00001633,PROD00001633,USER00001633,2024-03-30,,Clothing,431.51,2,,Not Returned,,45,Female,City48,PayPal,Standard,19.75
ORD00001634,PROD00001634,USER00001634,2024-05-10,,Toys,356.05,5,,Not Returned,,57,Male,City17,Credit Card,Next-Day,11.98
ORD00001635,PROD00001635,USER00001635,2024-02-01,2023-06-16,Toys,398.88,4,Wrong item,Returned,-230.0,32,Male,City96,Credit Card,Next-Day,23.63
ORD00001636,PROD00001636,USER00001636,2024-02-10,2024-02-28,Electronics,396.34,4,Defective,Returned,18.0,68,Female,City13,PayPal,Express,40.17
ORD00001637,PROD00001637,USER00001637,2024-03-19,2023-05-21,Toys,309.18,2,Changed mind,Returned,-303.0,57,Female,City31,PayPal,Express,19.07
ORD00001638,PROD00001638,USER00001638,2023-09-03,,Clothing,340.59,3,,Not Returned,,30,Male,City3,Debit Card,Standard,9.13
ORD00001639,PROD00001639,USER00001639,2023-04-22,2024-01-27,Toys,286.96,4,Not as described,Returned,280.0,66,Female,City67,Debit Card,Next-Day,5.45
ORD00001640,PROD00001640,USER00001640,2023-06-03,2023-04-03,Electronics,59.71,3,Changed mind,Returned,-61.0,41,Female,City95,Gift Card,Next-Day,42.62
ORD00001641,PROD00001641,USER00001641,2024-05-31,,Home,291.49,2,,Not Returned,,62,Female,City52,Credit Card,Standard,18.67
ORD00001642,PROD00001642,USER00001642,2023-08-31,2024-12-05,Electronics,119.99,3,Defective,Returned,462.0,60,Male,City66,Debit Card,Express,8.28
ORD00001643,PROD00001643,USER00001643,2024-08-10,2024-10-10,Toys,485.35,5,Wrong item,Returned,61.0,50,Female,City100,PayPal,Express,46.34
ORD00001644,PROD00001644,USER00001644,2024-06-13,2023-08-26,Electronics,423.03,3,Defective,Returned,-292.0,62,Male,City54,Gift Card,Express,42.23
ORD00001645,PROD00001645,USER00001645,2024-06-13,2023-01-28,Home,213.28,3,Not as described,Returned,-502.0,68,Female,City53,Gift Card,Next-Day,11.79
ORD00001646,PROD00001646,USER00001646,2024-01-04,,Home,25.27,2,,Not Returned,,57,Male,City88,PayPal,Standard,0.08
ORD00001647,PROD00001647,USER00001647,2023-11-02,2023-03-30,Home,166.41,1,Wrong item,Returned,-217.0,31,Female,City20,Debit Card,Express,24.51
ORD00001648,PROD00001648,USER00001648,2024-10-26,2023-03-01,Home,394.58,4,Not as described,Returned,-605.0,59,Male,City77,Gift Card,Standard,9.51
ORD00001649,PROD00001649,USER00001649,2023-04-01,,Toys,128.55,2,,Not Returned,,55,Female,City42,Credit Card,Express,20.59
ORD00001650,PROD00001650,USER00001650,2023-03-01,2023-12-29,Electronics,215.96,3,Wrong item,Returned,303.0,36,Male,City66,Gift Card,Express,7.71
ORD00001651,PROD00001651,USER00001651,2024-08-10,,Home,347.65,2,,Not Returned,,29,Male,City41,Debit Card,Standard,19.29
ORD00001652,PROD00001652,USER00001652,2024-10-05,2023-09-05,Books,301.15,3,Not as described,Returned,-396.0,56,Male,City22,Credit Card,Express,14.8
ORD00001653,PROD00001653,USER00001653,2024-03-25,,Toys,96.7,3,,Not Returned,,31,Female,City88,Debit Card,Express,5.68
ORD00001654,PROD00001654,USER00001654,2024-08-16,,Toys,278.44,2,,Not Returned,,21,Male,City25,Debit Card,Express,20.15
ORD00001655,PROD00001655,USER00001655,2024-11-17,,Toys,381.91,4,,Not Returned,,38,Female,City17,Credit Card,Express,21.25
ORD00001656,PROD00001656,USER00001656,2023-04-23,2024-05-31,Clothing,174.18,4,Defective,Returned,404.0,33,Female,City2,Gift Card,Standard,16.29
ORD00001657,PROD00001657,USER00001657,2024-08-11,2023-10-23,Books,472.63,5,Changed mind,Returned,-293.0,49,Male,City47,Credit Card,Express,21.3
ORD00001658,PROD00001658,USER00001658,2023-07-04,,Toys,195.78,3,,Not Returned,,48,Male,City99,Credit Card,Standard,2.3
ORD00001659,PROD00001659,USER00001659,2023-11-27,2023-07-21,Electronics,417.02,1,Wrong item,Returned,-129.0,38,Female,City55,Credit Card,Express,7.39
ORD00001660,PROD00001660,USER00001660,2024-08-17,2024-06-12,Clothing,114.02,1,Not as described,Returned,-66.0,26,Female,City25,Debit Card,Express,6.1
ORD00001661,PROD00001661,USER00001661,2024-03-18,,Toys,165.99,2,,Not Returned,,52,Female,City37,Gift Card,Express,43.0
ORD00001662,PROD00001662,USER00001662,2023-02-06,2024-05-18,Toys,225.2,1,Changed mind,Returned,467.0,38,Female,City73,PayPal,Standard,41.65
ORD00001663,PROD00001663,USER00001663,2024-06-09,2023-01-01,Electronics,478.59,3,Defective,Returned,-525.0,65,Male,City63,Debit Card,Express,0.75
ORD00001664,PROD00001664,USER00001664,2024-08-22,2024-02-29,Books,223.93,3,Not as described,Returned,-175.0,27,Male,City49,Debit Card,Standard,25.55
ORD00001665,PROD00001665,USER00001665,2023-10-29,2023-02-04,Electronics,60.73,1,Defective,Returned,-267.0,68,Female,City32,Debit Card,Next-Day,6.94
ORD00001666,PROD00001666,USER00001666,2023-11-28,,Electronics,35.32,1,,Not Returned,,34,Female,City3,Gift Card,Express,41.27
ORD00001667,PROD00001667,USER00001667,2023-05-02,2023-01-15,Electronics,130.72,2,Wrong item,Returned,-107.0,27,Female,City84,Credit Card,Standard,40.79
ORD00001668,PROD00001668,USER00001668,2024-10-13,2023-05-08,Books,192.98,2,Wrong item,Returned,-524.0,35,Male,City18,Debit Card,Express,3.87
ORD00001669,PROD00001669,USER00001669,2024-12-03,2024-12-27,Electronics,477.05,1,Wrong item,Returned,24.0,66,Male,City50,Credit Card,Standard,34.09
ORD00001670,PROD00001670,USER00001670,2024-03-14,,Books,130.81,5,,Not Returned,,39,Male,City9,PayPal,Standard,15.86
ORD00001671,PROD00001671,USER00001671,2024-05-02,2024-04-07,Books,416.26,1,Defective,Returned,-25.0,40,Male,City18,Gift Card,Standard,31.6
ORD00001672,PROD00001672,USER00001672,2023-06-10,2023-07-02,Books,160.26,3,Changed mind,Returned,22.0,54,Male,City75,PayPal,Express,40.85
ORD00001673,PROD00001673,USER00001673,2023-09-13,2023-11-17,Toys,136.13,4,Defective,Returned,65.0,37,Female,City69,Gift Card,Next-Day,17.38
ORD00001674,PROD00001674,USER00001674,2024-10-27,,Clothing,300.35,2,,Not Returned,,63,Female,City66,Gift Card,Standard,7.71
ORD00001675,PROD00001675,USER00001675,2024-12-18,2024-03-31,Electronics,187.08,1,Wrong item,Returned,-262.0,43,Female,City93,Gift Card,Standard,40.36
ORD00001676,PROD00001676,USER00001676,2024-10-11,,Home,434.65,3,,Not Returned,,66,Female,City1,PayPal,Express,26.95
ORD00001677,PROD00001677,USER00001677,2024-06-27,2023-11-03,Clothing,469.43,1,Not as described,Returned,-237.0,54,Male,City67,PayPal,Standard,9.07
ORD00001678,PROD00001678,USER00001678,2024-06-02,,Home,110.43,1,,Not Returned,,44,Female,City22,Credit Card,Standard,24.27
ORD00001679,PROD00001679,USER00001679,2023-07-25,,Toys,370.07,5,,Not Returned,,26,Female,City17,Debit Card,Express,10.79
ORD00001680,PROD00001680,USER00001680,2024-09-24,,Books,493.54,2,,Not Returned,,21,Female,City29,Debit Card,Standard,48.5
ORD00001681,PROD00001681,USER00001681,2024-02-22,,Toys,53.88,1,,Not Returned,,39,Male,City26,Gift Card,Next-Day,47.76
ORD00001682,PROD00001682,USER00001682,2023-08-22,,Electronics,206.49,1,,Not Returned,,35,Female,City72,Credit Card,Standard,10.59
ORD00001683,PROD00001683,USER00001683,2024-10-27,,Toys,215.55,4,,Not Returned,,66,Male,City88,Gift Card,Standard,3.21
ORD00001684,PROD00001684,USER00001684,2024-04-02,,Clothing,246.62,1,,Not Returned,,37,Male,City85,Gift Card,Express,37.46
ORD00001685,PROD00001685,USER00001685,2023-12-14,2024-05-05,Toys,22.17,2,Changed mind,Returned,143.0,69,Female,City91,Credit Card,Standard,49.12
ORD00001686,PROD00001686,USER00001686,2024-05-26,,Toys,67.93,3,,Not Returned,,27,Male,City42,Debit Card,Standard,46.94
ORD00001687,PROD00001687,USER00001687,2023-10-23,,Books,80.17,4,,Not Returned,,33,Male,City21,Gift Card,Next-Day,10.58
ORD00001688,PROD00001688,USER00001688,2024-01-08,2024-06-30,Home,55.83,5,Changed mind,Returned,174.0,54,Female,City93,PayPal,Next-Day,8.4
ORD00001689,PROD00001689,USER00001689,2023-06-29,,Home,329.5,2,,Not Returned,,21,Male,City22,Gift Card,Express,48.87
ORD00001690,PROD00001690,USER00001690,2023-10-07,2024-12-22,Electronics,382.49,1,Not as described,Returned,442.0,18,Male,City78,Debit Card,Standard,39.65
ORD00001691,PROD00001691,USER00001691,2024-03-01,2024-04-12,Clothing,136.94,3,Changed mind,Returned,42.0,69,Female,City33,Debit Card,Next-Day,36.78
ORD00001692,PROD00001692,USER00001692,2023-04-30,2023-02-23,Home,307.89,2,Wrong item,Returned,-66.0,37,Female,City92,Gift Card,Next-Day,2.86
ORD00001693,PROD00001693,USER00001693,2023-02-19,2023-11-28,Books,353.45,4,Wrong item,Returned,282.0,20,Female,City7,Gift Card,Standard,7.88
ORD00001694,PROD00001694,USER00001694,2023-07-20,,Electronics,332.05,4,,Not Returned,,56,Female,City15,Gift Card,Express,41.15
ORD00001695,PROD00001695,USER00001695,2024-03-07,2023-12-30,Electronics,142.45,5,Not as described,Returned,-68.0,48,Male,City80,Credit Card,Standard,46.31
ORD00001696,PROD00001696,USER00001696,2023-01-13,2023-12-18,Home,32.09,4,Defective,Returned,339.0,39,Male,City74,Debit Card,Express,33.58
ORD00001697,PROD00001697,USER00001697,2023-09-04,2023-01-22,Clothing,348.76,1,Wrong item,Returned,-225.0,64,Male,City41,Credit Card,Next-Day,23.1
ORD00001698,PROD00001698,USER00001698,2024-10-25,2023-01-05,Books,211.88,5,Defective,Returned,-659.0,69,Female,City10,PayPal,Standard,39.36
